row.names,home.dest,room,ticket,boat,sex
718,"Hong Kong New York, NY",,,,male
719,,,,,male
720,Greece,,,,male
721,Greece,,,,male
722,Portugal,,,,male
723,"London Brooklyn, NY",,,,male
724,"Co Limerick, Ireland Sherbrooke, PQ",,,,male
725,,,,,male
726,"Bulgaria Chicago, IL",,,,male
727,"Philadelphia, PA",,,,male
728,"Ireland Brooklyn, NY",,,,male
729,Ireland,,,,female
730,Ireland,,,,female
731,,,,(171),male
732,,,,,male
733,Austria,,,,male
734,Austria,,,,male
735,Austria,,,,male
736,London,,,,male
737,"England Brooklyn, NY",,,2,female
738,"England Brooklyn, NY",,,2,male
739,"England Brooklyn, NY",,,2,male
740,"Merrill, WI",,,,male
741,"Bristol, England Cleveland, OH",,,,male
742,"Bournemouth, England Newark, NJ",,,,male
743,"Bournemouth, England Newark, NJ",,,,female
744,,,,,male
745,"Australia Fingal, ND",,,15,male
746,"Norrlot, Sweden Chicago, IL",,,,female
747,Austria,,,,male
748,"Co Athlone, Ireland New York, NY",,,B,male
749,"Co Athlone, Ireland New York, NY",,,,female
750,"Stanton, IA",,,,male
751,"Stanton, IA",,,,female
752,"Stanton, IA",,,,male
753,"Bulgaria Chicago, IL",,,,male
754,"Bulgaria Chicago, IL",,,,male
755,"West Bromwich, England Pontiac, MI",,,,male
756,,,,,male
757,"West Bromwich, England Pontiac, MI",,,,male
758,"West Bromwich, England Pontiac, MI",,,,male
759,"Liverpool, England Bedford, OH",,,,male
760,"Liverpool, England Bedford, OH",,,,female
761,"Devon, England Wichita, KS",,,,male
762,"Devon, England Wichita, KS",,,12,female
763,"Devon, England Wichita, KS",,,12,male
764,"Devon, England Wichita, KS",,,12,female
765,,,,,male
766,"Tampico, MT",,,15,male
767,"Tampico, MT",,,13,female
768,"Belgium Detroit, MI",,,,male
769,"Bulgaria Coon Rapids, IA",,,,male
770,,,,,male
771,,,,,male
772,"Kilmacowen, Co Sligo, Ireland New York, NY",,,C,female
773,,,,,male
774,,,,,male
775,,,,,male
776,,,,,male
777,"Ireland New York, NY",,,,male
778,"England Oglesby, IL",,,B,male
779,"Union Hill, NJ",,,13,female
780,"Ireland New York, NY",,,,female
781,"London New York, NY",,,,female
782,"Austria Niagara Falls, NY",,,,male
783,"Ballydehob, Co Cork, Ireland New York, NY",,,,female
784,"England Albion, NY",,,D,male
785,"West Haven, CT",,,,male
786,"West Haven, CT",,,,female
787,Austria-Hungary,,,,male
788,"Tofta, Sweden Joliet, IL",,,,male
789,"Karberg, Sweden Jerome Junction, AZ",,,,male
790,"Effington Rut, SD",,,,male
791,Syria,,,,male
792,Syria,,,,male
793,"Syria Ottawa, ON",,,,male
794,"Illinois, USA",,,,male
795,"New York, NY",,,13,female
796,,,,,male
797,,,,,male
798,"Aughnacliff, Co Longford, Ireland New York, NY",,,,male
799,"Italy Philadelphia, PA",,,,male
800,,,,,male
801,,,,,male
802,,,,,male
803,"Ireland Chicago, IL",,,,male
804,Ireland,,,,male
805,"Hong Kong New York, NY",,,,male
806,"Bridgwater, Somerset, England",,,,male
807,"Rotherfield, Sussex, England Essex Co, MA",,,,female
808,"Rotherfield, Sussex, England Essex Co, MA",,,,male
809,"Rotherfield, Sussex, England Essex Co, MA",,,,female
810,"Rotherfield, Sussex, England Essex Co, MA",,,,female
811,"Rotherfield, Sussex, England Essex Co, MA",,,,male
812,"Ireland New York, NY",,,,male
813,,,,,male
814,"New York, NY",,,,male
815,,,,,male
816,"Youngstown, OH",,,,female
817,,,,,male
818,"Co Longford, Ireland New York, NY",,,,female
819,"Co Clare, Ireland Washington, DC",,,13,female
820,"Strood, Kent, England Detroit, MI",,,,male
821,"Strood, Kent, England Detroit, MI",,,C,female
822,"Strood, Kent, England Detroit, MI",,,C,male
823,"Philadelphia, PA",,,,male
824,Portugal,,,,male
825,"Wiltshire, England Niagara Falls, NY",,,,male
826,"Wiltshire, England Niagara Falls, NY",,,,female
827,"Wiltshire, England Niagara Falls, NY",,,,male
828,"Wiltshire, England Niagara Falls, NY",,,,female
829,"Wiltshire, England Niagara Falls, NY",,,,male
830,"Wiltshire, England Niagara Falls, NY",,,,female
831,"Wiltshire, England Niagara Falls, NY",,,,male
832,"Wiltshire, England Niagara Falls, NY",,,,male
833,"Dorking, Surrey, England",,,,male
834,"Foresvik, Norway Portland, ND",,,,male
835,,,,,male
836,"Waukegan, Chicago, IL",,,,male
837,"Ruotsinphytaa, Finland New York, NY",,,,male
838,"Ruotsinphytaa, Finland New York, NY",,,,male
839,"Myren, Sweden New York, NY",,,,male
840,,,,,female
841,,,,,female
842,,,,,male
843,,,,,male
844,,,,,male
845,,,,,female
846,,,,,male
847,,,,,male
848,,,,,female
849,,,,,male
850,,,,,male
851,,,,,female
852,,,,,male
853,,,,,male
854,,,,,male
855,,,,,female
856,,,,,male
857,,,,,male
858,,,,,female
859,,,,,female
860,,,,,female
861,,,,,female
862,,,,,female
863,,,,,male
864,,,,,female
865,,,,,female
866,,,,,female
867,,,,,female
868,,,,,male
869,,,,,male
870,,,,,female
871,,,,,male
872,,,,,female
873,,,,,male
874,,,,,male
875,,,,,male
876,,,,,female
877,,,,,female
878,,,,,male
879,,,,,male
880,,,,,male
881,,,,,female
882,,,,,male
883,,,,,male
884,,,,,male
885,,,,,female
886,,,,,male
887,,,,,male
888,,,,,male
889,,,,,male
890,,,,,male
891,,,,,male
892,,,,,male
893,,,,,male
894,,,,,female
895,,,,,male
896,,,,,male
897,,,,,female
898,,,,,male
899,,,,,male
900,,,,,female
901,,,,,female
902,,,,,male
903,,,,,male
904,,,,,male
905,,,,,male
906,,,,,female
907,,,,,male
908,,,,,female
909,,,,,male
910,,,,,male
911,,,,,male
912,,,,,male
913,,,,,male
914,,,,,male
915,,,,,female
916,,,,,male
917,,,,,male
918,,,,,male
919,,,,,male
920,,,,,male
921,,,,,female
922,,,,,male
923,,,,,male
924,,,,,female
925,,,,,male
926,,,,,male
927,,,,,female
928,,,,,male
929,,,,,male
930,,,,,male
931,,,,,male
932,,,,,male
933,,,,,female
934,,,,,female
935,,,,,female
936,,,,,male
937,,,,,female
938,,,,,female
939,,,,,male
940,,,,,male
941,,,,,male
942,,,,,male
943,,,,,female
944,,,,,male
945,,,,,male
946,,,,,male
947,,,,,female
948,,,,,male
949,,,,,male
950,,,,,male
951,,,,,male
952,,,,,male
953,,,,,male
954,,,,,female
955,,,,,male
956,,,,,female
957,,,,,female
958,,,,,female
959,,,,,male
960,,,,,male
961,,,,,male
962,,,,,female
963,,,,,male
964,,,,,male
965,,,,,female
966,,,,,female
967,,,,,male
968,,,,,female
969,,,,,male
970,,,,,male
971,,,,,male
972,,,,,male
973,,,,,male
974,,,,,female
975,,,,,male
976,,,,,male
977,,,,,male
978,,,,,male
979,,,,,female
980,,,,,male
981,,,,,male
982,,,,,male
983,,,,,female
984,,,,,male
985,,,,,male
986,,,,,female
987,,,,,male
988,,,,,male
989,,,,,male
990,,,,,female
991,,,,,female
992,,,,,male
993,,,,,male
994,,,,,male
995,,,,,male
996,,,,,male
997,,,,,female
998,,,,,male
999,,,,,female
1000,,,,,male
1001,,,,,female
1002,,,,,female
1003,,,,,male
1004,,,,,female
1005,,,,,male
1006,,,,,female
1007,,,,,female
1008,,,,,female
1009,,,,,male
1010,,,,,male
1011,,,,,female
1012,,,,,female
1013,,,,,male
1014,,,,,female
1015,,,,,female
1016,,,,,male
1017,,,,,male
1018,,,,,male
1019,,,,,male
1020,,,,,male
1021,,,,,male
1022,,,,,male
1023,,,,,male
1024,,,,,female
1025,,,,,male
1026,,,,,female
1027,,,,,male
1028,,,,,male
1029,,,,,female
1030,,,,,male
1031,,,,,male
1032,,,,,male
1033,,,,,male
1034,,,,,male
1035,,,,,female
1036,,,,,male
1037,,,,,male
1038,,,,,male
1039,,,,,female
1040,,,,,male
1041,,,,,female
1042,,,,,female
1043,,,,,male
1044,,,,,female
1045,,,,,female
1046,,,,,female
1047,,,,,male
1048,,,,,female
1049,,,,,male
1050,,,,,female
1051,,,,,male
1052,,,,,male
1053,,,,,male
1054,,,,,male
1055,,,,,male
1056,,,,,female
1057,,,,,male
1058,,,,,male
1059,,,,,male
1060,,,,,male
1061,,,,,female
1062,,,,,male
1063,,,,,male
1064,,,,,female
1065,,,,,male
1066,,,,,female
1067,,,,,male
1068,,,,,male
1069,,,,,female
1070,,,,,female
1071,,,,,male
1072,,,,,male
1073,,,,,male
1074,,,,,female
1075,,,,,male
1076,,,,,male
1077,,,,,male
1078,,,,,female
1079,,,,,male
1080,,,,,male
1081,,,,,male
1082,,,,,male
1083,,,,,female
1084,,,,,female
1085,,,,,male
1086,,,,,female
1087,,,,,male
1088,,,,,male
1089,,,,,male
1090,,,,,male
1091,,,,,female
1092,,,,,male
1093,,,,,male
1094,,,,,female
1095,,,,,male
1096,,,,,male
1097,,,,,male
1098,,,,,male
1099,,,,,female
1100,,,,,female
1101,,,,,male
1102,,,,,male
1103,,,,,male
1104,,,,,female
1105,,,,,male
1106,,,,,male
1107,,,,,male
1108,,,,,male
1109,,,,,male
1110,,,,,female
1111,,,,,male
1112,,,,,female
1113,,,,,female
1114,,,,,male
1115,,,,,male
1116,,,,,female
1117,,,,,female
1118,,,,,male
1119,,,,,male
1120,,,,,male
1121,,,,,male
1122,,,,,male
1123,,,,,male
1124,,,,,male
1125,,,,,male
1126,,,,,male
1127,,,,,female
1128,,,,,female
1129,,,,,male
1130,,,,,female
1131,,,,,male
1132,,,,,female
1133,,,,,male
1134,,,,,male
1135,,,,,female
1136,,,,,male
1137,,,,,male
1138,,,,,male
1139,,,,,male
1140,,,,,male
1141,,,,,male
1142,,,,,male
1143,,,,,male
1144,,,,,male
1145,,,,,male
1146,,,,,male
1147,,,,,male
1148,,,,,male
1149,,,,,female
1150,,,,,female
1151,,,,,male
1152,,,,,female
1153,,,,,male
1154,,,,,female
1155,,,,,male
1156,,,,,female
1157,,,,,male
1158,,,,,male
1159,,,,,female
1160,,,,,female
1161,,,,,male
1162,,,,,female
1163,,,,,male
1164,,,,,male
1165,,,,,male
1166,,,,,male
1167,,,,,male
1168,,,,,male
1169,,,,,male
1170,,,,,male
1171,,,,,female
1172,,,,,female
1173,,,,,female
1174,,,,,male
1175,,,,,male
1176,,,,,male
1177,,,,,male
1178,,,,,female
1179,,,,,female
1180,,,,,male
1181,,,,,male
1182,,,,,male
1183,,,,,female
1184,,,,,male
1185,,,,,male
1186,,,,,male
1187,,,,,male
1188,,,,,female
1189,,,,,female
1190,,,,,female
1191,,,,,male
1192,,,,,male
1193,,,,,male
1194,,,,,male
1195,,,,,male
1196,,,,,male
1197,,,,,male
1198,,,,,male
1199,,,,,male
1200,,,,,male
1201,,,,,male
1202,,,,,female
1203,,,,,male
1204,,,,,male
1205,,,,,male
1206,,,,,male
1207,,,,,male
1208,,,,,female
1209,,,,,male
1210,,,,,male
1211,,,,,male
1212,,,,,male
1213,,,,,female
1214,,,,,female
1215,,,,,male
1216,,,,,female
1217,,,,,male
1218,,,,,male
1219,,,,,male
1220,,,,,female
1221,,,,,female
1222,,,,,male
1223,,,,,male
1224,,,,,male
1225,,,,,male
1226,,,,,male
1227,,,,,female
1228,,,,,male
1229,,,,,male
1230,,,,,male
1231,,,,,female
1232,,,,,male
1233,,,,,male
1234,,,,,female
1235,,,,,female
1236,,,,,male
1237,,,,,male
1238,,,,,male
1239,,,,,male
1240,,,,,male
1241,,,,,male
1242,,,,,male
1243,,,,,male
1244,,,,,male
1245,,,,,female
1246,,,,,male
1247,,,,,male
1248,,,,,male
1249,,,,,male
1250,,,,,male
1251,,,,,male
1252,,,,,female
1253,,,,,male
1254,,,,,male
1255,,,,,male
1256,,,,,male
1257,,,,,male
1258,,,,,male
1259,,,,,male
1260,,,,,female
1261,,,,,male
1262,,,,,female
1263,,,,,male
1264,,,,,female
1265,,,,,female
1266,,,,,male
1267,,,,,male
1268,,,,,male
1269,,,,,male
1270,,,,,female
1271,,,,,male
1272,,,,,female
1273,,,,,male
1274,,,,,male
1275,,,,,male
1276,,,,,male
1277,,,,,female
1278,,,,,male
1279,,,,,female
1280,,,,,male
1281,,,,,male
1282,,,,,male
1283,,,,,male
1284,,,,,female
1285,,,,,male
1286,,,,,male
1287,,,,,male
1288,,,,,male
1289,,,,,male
1290,,,,,male
1291,,,,,male
1292,,,,,male
1293,,,,,male
1294,,,,,female
1295,,,,,male
1296,,,,,male
1297,,,,,male
1298,,,,,male
1299,,,,,male
1300,,,,,male
1301,,,,,male
1302,,,,,male
1303,,,,,male
1304,,,,,male
1305,,,,,female
1306,,,,,male
1307,,,,,female
1308,,,,,female
1309,,,,,male
1310,,,,,male
1311,,,,,male
1312,,,,,female
1313,,,,,male
