證券商代號,證券商名稱,開業日,地址,電話
700w,兆豐-新莊,930212,新北市新莊區思源路427號2樓,02-89913777
7000,兆豐,78/11/16,台北市忠孝東路2段95號3樓、4樓部分、6樓、7樓、8樓及11至13樓,02-23278988
7031,致和-台北,840506,台北市信義路4段96號2樓,02-7006666
7032,致和-佳里,850624,台南縣佳里鎮建南里九鄰光復路一四八號,06-7226666
7033,致和-府前,851207,台南市府前路1段141號2、3樓,06-2135888
7034,致和-金華,860301,台南市金華路二段一七二號地下一樓,06-2619777
7035,致和-東門,860715,台北市信義路二段二一三號二樓,02-23516600
7036,致和-高雄,861002,高雄市光華一路148之83號1、2樓,07-2259255
7038,致和-南京,870909,台北市南京東路五段一八八號四樓,02-27485558
703B,致和-崇德,961112,台南市東區中華東路3段242號1、2、3樓,06-2899000
7030,致和,78/11/27,台南市西門路3段10號地下1樓、1、2、3、4、5、6、7樓,06-2219777
7070,豐農,78/11/30,台中縣豐原市水源路669號1F,04-25281000
7080,石橋,78/11/30,桃園市平鎮區環南路184號1樓、2樓之1、2樓之2及186巷2號1樓,03-4927373
7750,北城,79/03/31,新北市永和區永和路2段116號3樓部分,02-29283456
7791,國票-台東,810601,台東縣台東市更生路560號2樓及3樓,089-321789
7792,國票-北投,830216,台北市北投區北投路2段13號2樓,02-28969268
7795,國票-南港,861006,台北市南港區興中路12巷25號地下1樓,02-26535757
7797,國票-中正,861016,高雄市前金區中正四路213號1樓,07-2166166
7798,國票-內壢,870207,桃園市中壢區興農路125號3樓,03-4618688
779D,國票-台南,860816,臺南市成功路114號5樓,06-2203979
779E,國票-南崁,870526,桃園市蘆竹區中正路二九五號三樓之一及三樓之二,03-3115688
779G,國票-新莊,871014,新北市新莊區中華路1段16號地下1層,02-29923888
779H,國票-嘉義,870902,嘉義市垂楊路508號3、4樓,05-2162888
779J,國票-北高雄,871008,高雄市左營區立文路77號2樓,07-5581777
779P,國票-九鼎,871230,台中市北屯路二四五號一樓、二四五之一號一、二樓,04-22321688
779V,國票-天祥,911021,高雄市三民區天祥一路148號,07-3477111
779W,國票-彰化,911021,彰化縣彰化市金馬路三段六五六號一樓,04-7638888
779X,國票-中和,910415,新北市中和區信義街43號3樓,02-29467777
779Z,國票-安和,910415,台北市大安區信義路四段382號3樓及4樓,02-27557999
779b,國票-國際證券,1030915,臺北市松山區南京東路五段188號15樓,(02)25288988
779c,國票-敦北法人,911021,臺北市松山區南京東路三段346號2樓,02-27760606
779e,國票-南科,911021,台南市新市區復興路1-1號2樓,06-5890128
779j,國票-和平,911021,高雄市苓雅區和平一路87號1樓,07-7711111
779m,國票-中港,911021,臺中市西區臺中港路一段一二號五樓,04-22069988
779n,國票-南京,980406,台北市松山區南京東路五段188號8樓之9,(02)25287799
779r,國票-桃園,980406,桃園市桃園區中正路133號5樓,(03)338-1123
779u,國票-長城,980406,台北市大安區仁愛路四段376號 4 樓,(02)27008999
779v,國票-台中,980406,臺中市西屯區市政北一路1號7樓,(04)22553232
779z,國票-博愛,980406,臺北市博愛路 38 號 2 樓,(02)23899988
7790,國票,79/04/10,台北市重慶北路3段199號地下1樓及6樓部分、台北市松山區南京東路五段188號15樓(部分),02-25288988
8151,台新-建北,1060828,台北市中山區建國北路2段17號3樓,02-25160222
8152,台新-新莊,1060828,新北市新莊區民安路179號地下1樓,02-22062828
8156,台新-三民,1060828,高雄市三民區壽昌路93號2、3樓,07-3871166
8157,台新-左楠,1060828,高雄市楠梓區軍校路800號3F,07-3643767
8158,台新-松江,1060828,台北市中山區松江路122號3樓及4樓部分,02-25371188
8159,台新-台南,1060828,台南市西門路2段389號3樓,06-2218988
815A,台新-高雄,990510,高雄市中山二路260號三樓之一,(07)537-5589
815B,台新-台中,991129,台中市東興路二段187號3樓,(04)24755000
815H,台新-屏東,1060828,屏東縣屏東市廣東路107號2~4樓,08-722-3377
815S,台新-中壢,1060828,桃園市中壢區延平路368號3樓,03-2805759
815Y,台新-新營,1060828,台南市新營區中山路115號4樓之1,06-6356100
815Z,台新-國際證券,1071119,台北市建國北路1段96號12樓部分,02-23268898
8150,台新,79/06/04,台北市中山北路二段44號2樓部分、3樓部分,02-2181-5888
8381,安泰-大發,860726,高雄市大寮區力行路105號,07-7819121
8382,安泰-楠梓,860801,高雄市楠梓區興楠路285號1樓,07-3528866
8380,安泰,79/10/22,"高雄市鳳山區五福二路36號1,2樓",07-8122789
8440,摩根大通,79/11/24,台北市信義路5段106號3樓部分,02-27259607
8451,康和-延平,840829,台北市南京西路406號5樓,02-25567222
8455,康和-台中,811016,台中市北區中清路一段100號8樓之1,04-22015988
8456,康和-新竹,860517,新竹市四維路130號2樓之1,03-5255678
8458,康和-台南,850409,臺南市永福路2段154號4樓(部分),06-2203371
8459,康和-嘉義,830502,嘉義市興業西路121號1樓及123號2樓,05-2851100
845A,康和-內湖,860702,台北市內湖區成功路3段174巷8號2樓,02-27925858
845B,康和-永和,860731,新北市永和區得和路104巷24號2樓、中正路312號2樓、314號2樓、316號2樓,2-86685858
845D,康和-板橋,870720,新北市板橋區三民路1段210號3樓,02-89611788
845E,康和-澎湖,891202,澎湖縣馬公市大仁街9號2樓,06-9268858
845F,康和-仁愛,891027,台北市仁愛路4段85號5樓,02-27511212
845J,康和-高雄,831101,高雄市新興區中正三路55號17樓之1、2,07-2276688
845R,康和-石牌,901002,台北市北投區裕民六路121號1、2樓,02-28253188
845S,康和-南崁,901002,桃園市蘆竹區南崁路66號、68號及66-1號、68-1號,03-3119388
845U,康和-台北,900702,台北市松山區復興北路143號3樓,02-27190123
845X,康和-屏東,1010511,屏東市中正路123號5樓部分,08-7349999
845Y,康和-國際證券,1030612,台北市基隆路一段176號B1,02-87871888
8450,康和,79/12/04,台北市信義區基隆路1段176號地下1樓部分、2樓,02-87871888
8490,萬泰,79/12/15,嘉義市新榮路193號2樓,05-2289911
8520,中農,80/07/27,台中市梧棲區四維中路157巷1號2樓,04-26572801
8561,新光-台中,970714,台中市西區民權路318號,04-23029828
8562,新光 - 高雄,980708,高雄市前金區中正四路151號及151號2樓部分,07-2692188
8563,新光 - 新竹,981203,新竹縣竹北市光明六路東1段238號、自強六街2號2樓之1,03-6673228
8564,新光-台南,1000914,台南市東區東門路2段262號,06-2901288
8565,新光-桃園,1040211,桃園市桃園區民生路105號1.2樓,03-3315888
8560,新光,83/01/05,台北市重慶南路1段66之1號5樓,02-23118181
8581,聯邦-高雄,850509,高雄市苓雅區光華一路208號之1、208號2樓,07-2262118
8582,聯邦-嘉義,870706,嘉義縣嘉義市中山路二八五之一號五樓1、五樓2,05-2232121
8583,聯邦-敦化,870721,台北市敦化南路一段209之1號及205號地下一樓,02-27710999
8584,聯邦-雙和,870806,新北市永和區中正路222號2樓,02-29483668
8585,聯邦-三重,880323,新北市三重區重新路3段10號4樓,02-29792299
8586,聯邦-大業,1050106,桃園市桃園區大業路1段388號3樓,03-3579739
8587,聯邦-興中,1050115,臺中市南區復興路1段406號3樓,04-22613636
8588,聯邦-富強,1050607,臺南市東門路3段15號1樓,06-2603298
8580,聯邦商銀,83/07/27,台北市南京東路2段137號2樓,02-25040066
8711,陽信-石牌,900608,台北市北投區石牌路1段88號1樓,02-28288585
8710,陽信,87/06/09,台北市民生東路5段165號地下之2,02-27629288
8841,玉山-雙和,910808,新北市永和區保生路1號16樓之1,02-8923-1313
8842,玉山-新莊,911128,新北市新莊區思源路332巷1號3樓,02-29981313
8843,玉山-高雄,911230,高雄市九如一路156號1樓,07-397-1313
8846,玉山-板橋,920923,新北市板橋區中山路1段67號8樓,02-22651313
8847,玉山-台南,940221,臺南市東區崇學路108號3樓,06-2699913
8848,玉山-嘉義,920630,嘉義市中山路497號2、3樓,05-2169913
8849,玉山-台大,920630,台北市羅斯福路4段60號2樓、2樓之1,02-83691313
884A,玉山-士林,950309,臺北市士林區中正路266、266之1、266之2號,02-2833-1313
884B,玉山-台中,940803,臺中市西屯區市政路386號17樓之6、之7,04-22589913
884C,玉山-南京東路,970901,台北市松山區南京東路5段89號地下一樓,02-27651313
884D,玉山-左營,980818,高雄市左營區博愛二路576號地下一樓,07-5586613
884E,玉山-城中,920630,台北市武昌街1段77號3樓,02-23821313
884F,玉山-桃園,981223,桃園市桃園區信光路125號3樓.4樓,03-3366813
884H,玉山-新竹,991224,新竹市光復路一段569號3樓、4樓,03-6669913
884J,玉山-大里,1000829,臺中市大里區國光路二段407號3樓,(04)24079813
884L,玉山-國際證券,1031218,臺北市松山區民生東路3段156號2樓、156號2樓之1,(02)55561313
8840,玉山,89/11/20,臺北市松山區民生東路3段156號2樓、156號2樓之1,02-55561313
8881,國泰-高雄,950303,高雄市新興區中正三路55號9樓之2、9樓之3,07-2285888
8882,國泰-台中,960625,臺中市中華路一段35號5樓,04-22107058
8883,國泰-松江,991217,台北市中山區松江路136號3樓(部分),02-2181-2888
8884,國泰-台南,1010524,臺南市民生路一段62號3樓部分,(06)2259666
8885,國泰-桃園,1010604,桃園市桃園區中正路1125號2樓 (部分),(03)3567866
8886,國泰-新莊,1010530,新北市新莊區中正路387號12樓,(02)22015666
8887,國泰-忠孝,1010528,臺北市大安區忠孝東路四段219號5樓,(02)77117888
8888,國泰-敦南,1060703,台北市敦化南路二段333號5樓部分,02-77111128
888A,國泰-館前,930813,台北市中正區館前路65號5樓部分,02-23310025
888K,國泰-板橋,930813,新北市板橋區三民路1段216號4樓部分,02-89643888
888Q,國泰-國際證券,1030808,台北市敦化南路二段335號6樓部分、18樓部分、19樓部分、22樓部分,02-77123892
8880,國泰,93/08/13,台北市敦化南路2段335號6樓部分、18樓部分、19樓部分、22樓部分,02-23269888
8890,大和國泰,88/04/26,台北市基隆路1段200號13樓之1、14樓、14樓之1,02-27239698
8900,法銀巴黎,94/03/15,臺北市信義路5段7號72樓(部分),02-87297000
8960,香港上海匯豐,95/10/03,臺北市信義區基隆路一段333號13樓部分,02-66312899
9101,群益金鼎-敦南,1000503,臺北市敦化南路2段97號地下之2,02-27052888
9103,群益金鼎-松山,921110,台北市南京東路4段130號11樓、11樓之1,02-25708889
9105,群益金鼎-高盛,891226,高雄市中山二路505號1樓、2樓、地下1樓,07-2615211
9108,群益金鼎-海山,891226,新北市板橋區東門街30之2號3樓之1,02-29699977
910D,群益金鼎-大興,940103,台北市忠孝東路4段270號6樓,(02)55585558
9131,群益金鼎-民權,1000503,臺中市民權路91號4、5樓,04-22208822
9134,群益金鼎-開元,1000503,臺南市開元路280號3樓之1~2、4樓之1~2,06-2348899
9135,群益金鼎-經國,1000503,新竹市經國路2段62號3樓,03-5317777
9136,群益金鼎-西松,1000503,臺北市南京東路5段213號3樓,02-27683388
9137,群益金鼎-士林,1000503,臺北市中正路118-1號地下1樓、1樓,02-28380567
9138,群益金鼎-中港,1000503,臺中市梧棲區大仁路二段369號1、2樓,04-26577599
913D,群益金鼎-潭子,1000503,臺中市潭子區興華一路418號,04-25362345
913E,群益金鼎-基隆,1000503,基隆市仁二路255號8樓,02-24221212
913H,群益金鼎-屏東,1000503,屏東縣屏東市永福路9號3樓,08-7339602
913I,群益金鼎-萬華,1000503,臺北市萬華區桂林路31號2樓,02-23751399
913N,群益金鼎-土城,1000503,新北市土城區中央路1段261號1樓,02-22625988
913R,群益金鼎-北高雄,1000503,高雄市鼓山區明華路317號3樓,07-5559933
913U,群益金鼎-崇德,1000503,臺中市崇德路2段416號地下1樓-1,04-22468899
913Y,群益金鼎-館前,1000503,臺北市中正區重慶南路一段77號8樓,02-23615678
913g,群益金鼎-南三重,1000503,新北市三重區正義南路91、93、95、97、99號1樓,02-29734388
9183,群益金鼎-高雄,800605,高雄市河東路165號1樓(部分)、2樓,07-2150077
9184,群益金鼎-台中,811114,台中市忠明南路40號1、2樓、42號地下1樓,04-23200088
9185,群益金鼎-台南,830709,台南市中西區民生路2段76號3樓(部份)及3樓之1,06-2252588
9186,群益金鼎-新竹,840708,新竹市北大路307號 8樓之1、8樓之2、8樓之3、8樓之4,03-5237777
9187,群益金鼎-彰化,840706,彰化縣彰化市民生路279號7樓,04-7250888
9188,群益金鼎-三民,840715,高雄市三民區大昌二路80號1樓(含夾層)、2樓及2樓之2,07-3952588
9189,群益金鼎-桃園,841005,桃園市桃園區成功路1段32號4樓(部分),03-3377555
918A,群益金鼎-中壢,841005,桃園市中壢區中山路88號3樓,03-4278699
918B,群益金鼎-板橋,850513,新北市板橋區三民路1段216號3樓(部分),02-89518089
918C,群益金鼎-古亭,1000503,臺北市中正區南昌路2段85號1、2樓,02-23279288
918D,群益金鼎-東門,860324,台南市北門路1段97號4樓及10樓之6,06-2290077
918E,群益金鼎-南京,1000503,臺北市南京東路2段71號9樓,02-25427088
918F,群益金鼎-新店,860801,新北市新店區北新路2段252號2樓之4及262號2樓之5、6,02-29121818
918G,群益金鼎-新莊,860802,新北市新莊區中華路2段160號1、2樓,02-89918899
918H,群益金鼎-中山,861018,台北市中山區林森北路372號6樓,02-21002798
918J,群益金鼎-永和,830301,新北市永和區福和路353號2樓,02-29207777
918K,群益金鼎-東湖,870707,臺北市內湖區成功路5段460號8樓之1,02-26333988
918L,群益金鼎-建成,870805,台中市東區建成路735號2樓及3樓,04-22830099
918M,群益金鼎-嘉義,860714,嘉義市垂楊路87號1樓、89號2樓之2,05-2258666
918P,群益金鼎-天母,890515,台北市中山北路7段18號3樓之1、之2,02-28767388
918W,群益金鼎-忠孝,1000503,台北市忠孝東路4段87號15樓,02-27771077
918X,群益金鼎-台北,920519,台北市重慶北路1段30號4樓,02-25561133
918c,群益金鼎-鳳山,911111,高雄市前鎮區永豐路8號1、2樓及10號1、2樓,07-7101288
918d,群益金鼎-內湖,920317,台北市內湖區成功路4段50號6樓,02-27911999
918e,群益金鼎-大安,930216,臺北市大安區忠孝東路4段169號2樓、2樓之1,02-27730899
918g,群益金鼎-大甲,901231,台中市大甲區蔣公路295號2樓,04-26882828
918i,群益金鼎-竹南,891226,苗栗縣竹南鎮民族街87號5樓,037-478345
918s,群益金鼎-丹鳳,930929,新北市新莊區富國路16號1樓、2樓及22巷6號1樓,02-29082388
918u,群益金鼎-瑞豐,911111,高雄市苓雅區三多一路174號2樓,07-7211828
918x,群益金鼎-延平,920901,臺北市大同區延平北路2段96號4樓,02-25553888
918z,群益金鼎-宜蘭,940103,宜蘭縣宜蘭市舊城南路50號5樓,03-9331999
9199,群益金鼎-國際證券,1030526,台北市松山區民生東路3段156號11樓之6部分,02-87898888
9100,群益金鼎,77/06/21,台北市松山區民生東路3段156號14樓之1~之3,02-87898888
9202,凱基-中港,981221,臺中市臺灣大道1段728號8樓,04-22019588
9204,凱基-台中,981221,台中市民族路50號5樓,04-22278011
9205,凱基-三重,981221,新北市三重區正義北路206號、208號3、4樓,02-29838833
9206,凱基-高雄,981221,高雄市中正二路74號4樓、5樓、12樓部份、12樓之1,(07)222-3211
9207,凱基-永和,981221,新北市永和區中正路63、65號6樓,(02)22324567
9208,凱基-桃園,981221,桃園市桃園區成功路1段32號14樓,(03)3336622
9209,凱基-岡山,981221,高雄市岡山區公園東路47號,076233600
920A,凱基-板橋,1020624,新北市板橋區四川路1段107號2樓,02-89516688
920C,凱基-雙和,1020624,新北市中和區中和路232號3樓,02-22468666
920D,凱基-市府,1020624,台北市忠孝東路4段563號7樓、7樓之1、565號7樓,02-27456888
920E,凱基-東門,1020624,台南市東區東門路2段160號2樓,06-2698899
920F,凱基-站前,1020624,台北市許昌街17號3樓及3樓之1,02-23831111
920G,凱基-彰化,1020624,彰化市中山路2段353號1、2樓,04-7266565
920H,凱基-基隆,981221,基隆市仁一路259號3樓、4樓,24202111
920M,凱基-宜蘭,981221,宜蘭市光復路48號2、3樓,03-9334999
920N,凱基-湖口,981221,新竹縣湖口鄉成功路247號,03-5907766
920V,凱基-新店,981221,新北市新店區北新路3段106號1、2樓及106之1號,02-29155855
920W,凱基-大里,981221,台中市大里區中興路2段127號2、4樓,04-24866988
920Z,凱基-台東,1020624,台東縣台東市中山路248號1、2、3樓,089-353345
9211,凱基-台南,981221,台南市林森路1段395號3樓,06-2347622
9212,凱基-東港,981221,屏東縣東港鎮光復路1段186號3樓,(08)833-6565
9215,凱基-高美館,981221,高雄市鼓山區明誠四路156號3樓及3樓之1,(07)5544888
9216,凱基-信義,981221,台北市復興北路167號14樓之1、之2、之3,02-27195528
9217,凱基-松山,981221,台北市八德路4段678號3樓,02-27534567
9218,凱基-大直,981221,台北市明水路591號,(02)85098288
921C,凱基-民權,1020624,台北市復興北路420號4樓,02-25043388
921E,凱基-三峽,1020624,新北市三峽區文化路59號3樓之1,02-6729988
921F,凱基-天母,1020624,台北市中山北路7段18號4樓之3,02-28728787
921G,凱基-五股,1020624,新北市五股區中興路4段40號1樓、2樓,02-82950066
921J,凱基-土城,1020624,新北市土城區金城路3段182號,02-82626998
921M,凱基-八德,1020624,桃園市八德區介壽路2段137號3樓,03-3779688
921S,凱基-幸福,1020624,新北市新莊區中華路2段5號3樓,02-89919999
921Y,凱基-東勢,981221,台中市東勢區豐勢路297號4樓,04-25877111
9223,凱基-豐中,981221,台中市豐原區三豐路1段43號7樓,04-25274180
9224,凱基-新莊,981221,新北市新莊區四維路21號5樓,02-22019898
9225,凱基-內埔,981221,屏東縣內埔鄉平昌街5號1樓,08-7690888
9226,凱基-汐止,981221,新北市汐止區新興路3號7樓,02-26485959
9227,凱基-城中,981221,台北市博愛路35號2樓、4樓、6樓,2361-6789
9229,凱基-中山,981221,台北市中山區中山北路2段68號7樓、8樓,02-77026678
922C,凱基-屏東,981221,屏東縣屏東市自由路188號3樓,08-7657000
922H,凱基-復興,981221,台北市松山區復興北路167號4樓,27180718
9231,凱基-員林,981221,彰化縣員林鎮中山路2段100號6樓,04-8399988
9233,凱基-長庚,981221,桃園市龜山區復興一路227號地下1樓,03-3275000
9234,凱基-竹北,981221,新竹縣竹北市仁義路193號2、3樓,03-5552233
9235,凱基-永華,981221,台南市永華路1段32號3樓,06-2205570
9236,凱基-虎尾,981221,雲林縣虎尾鎮公安路160號2、3、4樓,(05)633-3581
9237,凱基-敦北,981221,台北市松山區敦化北路88號8樓之2,02-27401166
9238,凱基-士林,981221,台北市士林區文林路342號5樓,02-28823355
9239,凱基-市政,981221,臺中市西屯區市政路402號4樓之2、之3,04-2258-9669
9252,凱基-嘉義,981221,嘉義市垂楊路620號4樓,05-2276879
9254,凱基-科園,981221,新竹市光復路1段273號1樓,03-6686599
9255,凱基-和平,981221,台北市羅斯福路2段102號3樓、3樓之1,02-23697707
9256,凱基-南崁,981221,桃園市蘆竹區中正路308號1樓、2樓,03-3129933
9257,凱基-林口,981221,新北市林口區文化二路1段569號,02-26025678
9258,凱基-羅東,981221,宜蘭縣羅東鎮中正北路48號1樓,03-9534888
9266,凱基-新豐,981221,新竹縣新豐鄉中興路206號,03-5575566
9268,凱基-台北,981221,台北市南京東路2段137號4樓及10樓,02-25166789
9272,凱基-竹科,981221,新竹市中正路158號3樓,03-5221177
9273,凱基-竹東,981221,新竹縣竹東鎮朝陽路9號2樓,03-5958588
9274,凱基-鳳山,981221,高雄市鳳山區維新路128號1、2樓,07-7198899
9275,凱基-三多,981221,高雄市苓雅區中華四路47號3樓,07-3383288
9276,凱基-苗栗,981221,苗栗市中正路458號2樓,037-321300
9278,凱基-永康,981221,台南市永康區中山南路1042號1、2樓,06-2038899
9281,凱基-斗六,981221,雲林縣斗六市永安路46號3樓,05-5376688
9283,凱基-北門,981221,台南市北門路1段101號4樓,06-2228777
9285,凱基-中壢,981221,桃園市中壢區環北路421號、423號1、2樓,03-4336989
9287,凱基-內湖,981221,台北市內湖路1段360巷15號8樓,02-27938388
9288,凱基-埔墘,981221,新北市板橋區三民路1段216號5樓,02-89517777
9289,凱基-興隆,981221,台北市興隆路3段69號2樓,02-29315000
9291,凱基-大安,981221,台北市安和路2段82號2樓,02-27080606
9296,凱基-頭份,981221,苗栗縣頭份鎮中華路916號4樓,037-591888
9297,凱基-文心,981221,台中市北屯區文心路4段875號2樓,04-22466168
9299,凱基-國際證券,1030416,台北市明水路698號3樓,02-21818888
9200,凱基,98/12/21,台北市明水路698號3樓,02-21818888
9302,華南永昌-台中,840610,台中市南屯區五權西路二段131號1樓,04-24719488
9303,華南永昌-高雄,850214,高雄市五福三路80、82號3樓,07-2728688
9305,華南永昌-新莊,850925,新北市新莊區中港路306號4樓及308號4樓,02-22795688
9306,華南永昌-台南,851105,台南市府前路2段612號1、2樓,06-2959988
9307,華南永昌-大安,811222,台北市復興南路1段368號4樓,02-27549696
9308,華南永昌-麻豆,851021,台南市麻豆區中山路36號4、5樓,06-5720168
9309,華南永昌-古亭,851129,台北市羅斯福路2段91號2樓(部份),02-23699588
9312,華南永昌-民權,861108,高雄市民權二路385號地下1樓及6樓,07-3333133
9314,華南永昌-嘉義,851224,嘉義市文化路85號5樓,05-2226848
9315,華南永昌-苑裡,950901,苗栗縣苑裡鎮世界路1段70號,037-860678
9316,華南永昌-淡水,860410,新北市淡水區中正路28號4、5樓,02-26255566
9317,華南永昌-林口,860708,新北市林口區林口路46號3樓,02-26018288
9319,華南永昌-鶯歌,860801,新北市鶯歌區國慶街101號3、4樓,02-26776000
9322,華南永昌-公誠,910128,基隆市仁愛區愛三路87號11樓,02-24201201
9323,華南永昌-小港,860724,高雄市小港區漢民路339號2樓,07-8068988
9324,華南永昌-岡山,890209,高雄市岡山區民族路88號1樓、地下室一樓,07-6255911
9325,華南永昌-忠孝,910128,台北市忠孝東路2段130號3樓之1,02-23587488
9326,華南永昌-南京,810921,台北市松山區南京東路3段248號6樓,02-27755688
9327,華南永昌-斗六,861127,雲林縣斗六市太平路7號4樓,05-5330777
9328,華南永昌-潮州,860912,屏東縣潮州鎮新生路71號4樓,08-7805888
9329,華南永昌-朴子,861121,嘉義縣朴子市文化北路2號2樓,05-3707688
9331,華南永昌-鳳山,900326,高雄市鳳山區中山路138號4樓,07-7477600
9332,華南永昌-楠梓,900326,高雄市楠梓區楠梓路201號地下一樓,07-3542030
9333,華南永昌-長虹,900219,宜蘭縣羅東鎮公正路155號2 樓,03-9574101
9334,華南永昌-世貿,900219,臺北市信義區基隆路2段91號2樓及3樓,02-27396266
9337,華南永昌-內壢,900514,桃園市中壢區環中東路262號2樓,03-4519888
9339,華南永昌-竹北,930102,新竹縣竹北市勝利一路89號,03-6580066
9343,華南永昌-頭份,900305,苗栗縣頭份鎮中華路1167號2樓,037-667999
9347,華南永昌-敦南,910128,台北市忠孝東路4段107號8樓之2,02-27415858
9349,華南永昌-合泰,900514,新北市板橋區中山路1段10號4樓,02-29561688
9352,華南永昌-桃園,860410,桃園市桃園區南華街79號4樓,03-3478168
9358,華南永昌-東勢,950207,台中市東勢區三民街280號,04-25881811
9359,華南永昌-中正,910722,台北市重慶南路一段38號4樓,02-23821788
9362,華南永昌-苗栗,950317,苗栗縣苗栗市中正路686號2樓及3樓部分,037-376118
9363,華南永昌-彰化,920623,彰化縣彰化市陳稜路156號5樓,04-7223700
9369,華南永昌-三重,931213,新北市三重區仁愛街731號地下一樓,02-28576789
9377,華南永昌-虎尾,1041102,雲林縣虎尾鎮和平路1號4樓、5樓,(05)6334888
9386,華南永昌-東昇,900626,台東市中華路1段347號2樓,089-332339
9399,華南永昌-國際證券,1030710,台北市民生東路4段54號5樓(部分),25456888
9300,華南永昌,77/08/23,台北市民生東路4段54號4樓之8、5樓之3至5樓之7,02-25456888
9604,富邦-陽明,890909,台北市北投區裕民六路2號1樓,02-28230688
9608,富邦-台東,890911,台東市中華路1段366號1、2樓,089-341022
960S,富邦-國際證券,1030506,臺北市仁愛路四段169號2樓部分及15樓部分,(02)27716699
9614,富邦-基隆,981203,基隆市信一路133號1樓,2421-3355
9616,富邦-岡山,900608,高雄市岡山區竹圍里22鄰中山北路178號2、3樓,07-6236123
9621,富邦-花蓮,890911,花蓮縣花蓮市林森路256號2樓,038-350111
9622,富邦-園區,890911,新竹市光復路1段579號3、4樓,03-5786868
9623,富邦-台北,890909,台北市許昌街17號2樓之1及11樓,02-23113333
9624,富邦-竹北,890911,新竹縣竹北市光明六路263號2、3、4樓,03-5515588
9625,富邦-竹東,890911,新竹縣竹東鎮榮樂里14鄰惠昌街45號1、2、3、4、5樓,03-5818888
9627,富邦-內湖,920728,台北市內湖區內湖路1段318號4樓,02─87971188
9634,富邦-羅東,890909,宜蘭縣羅東鎮信義里興東路286號2樓及3樓,03-9571166
9636,富邦-中壢,890911,桃園市中壢區慈惠3街162號1樓、環北路398號2樓之8,03-4256767
9647,富邦-新竹華信,890911,新竹市中山路8號2、3、4樓及5樓部分,03-5228678
9651,富邦-民生,800719,台北市民生東路3段138號地下1樓,02-27128800
9654,富邦-永和,840421,新北市永和區保生路1號地下1樓部分,02-22323266
9655,富邦-板橋,841120,新北市板橋區文化路1段266號1樓之1,02-22546996
9657,富邦-苗栗,851218,苗栗縣苗栗市中正路399號2樓,037-327196
9658,富邦-建國,860503,台北市建國北路2段196號地下1樓,02-25095198
9659,富邦-高雄,811102,高雄市新興區民族二路95號地下1樓及23樓（部分）,07-2366901
965K,富邦-台中,820726,台中市西屯區漢口路2段138號1、2樓及地下1樓,04-23129999
965U,富邦-彰化,850601,彰化市中山路2段349號2樓,04-7259456
9661,富邦-新店,890119,新北市新店區北新路2段252號地下1樓之5,02-29178818
9663,富邦-敦南,951213,台北市敦化南路1段108號地下1樓,02-8771-5888
9665,富邦-桃園,860625,桃園縣桃園市中正路476號地下1樓部分,03-3381668
9666,富邦-南屯,861220,台中市五權西路2段668號之1部份,04-23801168
9667,富邦-台南,851226,台南市民生路2段279號2樓之1,06-2265000
966F,富邦-左營,900720,高雄市左營區博愛二路418之1 號(1樓及2樓),07-5570123
9672,富邦-員林,890911,彰化縣員林鎮莒光路五九八號,04-8343100
9676,富邦-仁愛,881218,台北市建國南路1段237號地下1樓,02-27542866
9677,富邦-三重,890222,新北市三重區正義北路279號地下1層樓,02-89818189
9679,富邦-延吉,890911,臺北市仁愛路4段376號3樓,02-27556696
9686,富邦-宜蘭,890911,宜蘭市聖後街一一八號二、三樓,03-9369300
9692,富邦-嘉義,890911,嘉義市林森西路320號,05-2236556
9693,富邦-新營,890911,台南縣新營市民治路301號3樓及1樓（部份）、2樓（部份）,06-6571000
9695,富邦-民雄,890911,嘉義縣民雄鄉西安村西安路46之103號,05-2063669
9697,富邦-虎尾,890911,雲林縣虎尾鎮德興里1鄰公安路133號2、3樓,05-6336611
969C,富邦-北港,890911,雲林縣北港鎮西勢里文化路40號2樓(部分),05-7831888
9600,富邦,77/09/16,台北市仁愛路4段169號15樓部分,02-87716888
9801,元大-松江,960926,台北市中山區松江路139號3樓及3樓之1,02-25010655
980C,元大- 斗六,960926,雲林縣斗六市中山路82號6樓,05-5353456
980D,元大-開元,960926,台南市開元路147號3樓之1、3樓之2,06-2353366
980K,元大-竹科,960926,新竹市光復路1段267號3、4樓,03-5679988
980Q,元大-南崁,990208,桃園市蘆竹區中正路311號3樓,03-3527777
980R,元大-南海,960926,臺北市中正區南海路1號4樓,02-23975399
980a,元大-承德,960926,台北市大同區承德路3段210號2樓、2樓之2,02-25975888
980d,元大-沙鹿,960926,台中市沙鹿區沙田路131號5樓,04-26623311
980e,元大-清水,960926,臺中市清水區中山路170號5樓,04-26238585
980h,元大-台北,960926,台北市重慶南路1段86號6樓,02-23830968
980l,元大-虎尾,960926,雲林縣虎尾鎮和平路1號3樓,05-6313000
980u,元大-府城,960926,臺南市中西區民生路1段165號3樓、5樓之1,06-2206678
980w,元大-西屯,960926,台中市西屯區西屯路2段256巷6號3樓之1,04-27067171
9812,元大-台中,960926,台中市中區自由路2段8號3樓之1,04-22218777
9813,元大-八德,960926,台北市八德路3段32號3樓,02-25786666
9814,元大-大益,960926,台南市西門路1段223巷20號3樓,06-2611151
