PassengerId,Name,PClass,Age,Sex,Survived,SexCode,Title
350,"Brown, Mrs Thomas William Solomon (Elizabeth C)",2.0,40.0,female,1,1,Mrs
351,"Bryhl, Miss Dagmar",2.0,20.0,female,1,1,Miss
352,"Bryhl, Mr Kurt Arnold Gottfrid",2.0,25.0,male,0,0,Mr
353,"Buss, Miss Kate",2.0,36.0,female,1,1,Miss
354,"Butler, Mr Reginald Fenton",2.0,25.0,male,0,0,Mr
355,"Byles, Rev Thomas Roussel D",2.0,30.397989417989415,male,0,0,Mr
356,"Bystrom, Mrs Carolina",2.0,42.0,female,1,1,Mrs
357,"Caldwell, Mr Albert Francis",2.0,26.0,male,1,0,Mr
358,"Caldwell, Mrs Albert Francis (Sylvia Mae Harbaugh)",2.0,26.0,female,1,1,Mrs
359,"Caldwell, Master Alden Gates",2.0,0.83,male,1,0,Mr
360,"Cameron, Miss Clear",2.0,31.0,female,1,1,Miss
361,"Campbell, Mr William",2.0,30.397989417989415,male,0,0,Mr
362,"Carbines, Mr William",2.0,19.0,male,0,0,Mr
363,"Carter, Rev Ernest Courtenay",2.0,54.0,male,0,0,Mr
364,"Carter, Mrs Ernest Courtenay (Lillian Hughes)",2.0,44.0,female,0,1,Mrs
365,"Chapman, Mr Charles Henry",2.0,52.0,male,0,0,Mr
366,"Chapman, Mr John Henry",2.0,30.0,male,0,0,Mr
367,"Chapman, Mrs John Henry (Elizabeth Lawry)",2.0,30.0,female,0,1,Mrs
368,"Christy, Mrs Alice Frances",2.0,30.397989417989415,female,1,1,Mrs
369,"Christy, Miss Julie",2.0,30.397989417989415,female,1,1,Miss
370,"Clarke, Mr Charles V",2.0,29.0,male,0,0,Mr
371,"Clarke, Mrs Charles V (Ada Maria)",2.0,30.397989417989415,female,1,1,Mrs
372,"Coleridge, Mr Reginald Charles",2.0,29.0,male,0,0,Mr
373,"Collander, Mr Erik",2.0,27.0,male,0,0,Mr
374,"Collett, Mr Sidney C Stuart",2.0,24.0,male,1,0,Mr
375,"Collyer, Mr Harvey",2.0,35.0,male,0,0,Mr
376,"Collyer, Mrs Harvey (Charlotte Tate)",2.0,31.0,female,1,1,Mrs
377,"Collyer, Miss Marjorie",2.0,8.0,female,1,1,Miss
378,"Cook, Mrs Selena Rogers",2.0,22.0,female,0,1,Mrs
379,"Corbett, Mrs Walter H (Irene Colvin)",2.0,30.0,female,0,1,Mrs
380,"Corey, Mrs Percy C (Mary Phyllis Elizabeth Miller)",2.0,30.397989417989415,female,0,1,Mrs
381,"Cotterill, Mr Harry",2.0,20.0,male,0,0,Mr
382,"Cunningham, Mr Alfred Fleming",2.0,30.397989417989415,male,0,0,Mr
383,"Davies, Mr Charles Henry",2.0,21.0,male,0,0,Mr
384,"Davis, Mrs Agnes",2.0,49.0,female,1,1,Mrs
385,"Davis, Master John Morgan",2.0,8.0,male,1,0,Mr
386,"Davis, Miss Mary",2.0,28.0,female,1,1,Miss
387,"Deacon, Mr Percy",2.0,18.0,male,0,0,Mr
388,"de Brito, Mr Jose Joaquim",2.0,30.397989417989415,male,0,0,Mr
389,"del Carlo, Mr Sebastiano",2.0,28.0,male,0,0,Mr
390,"del Carlo, Mrs Sebastiano (Argenia Genovese)",2.0,22.0,female,1,1,Mrs
391,"Denbury, Mr Herbert",2.0,25.0,male,0,0,Mr
392,"Dibden, Mr William",2.0,18.0,male,0,0,Mr
393,"Doling, Mrs Ada",2.0,32.0,female,1,1,Mrs
394,"Doling, Miss Elsie",2.0,18.0,female,1,1,Miss
395,"Downton (?Douton), Mr William James",2.0,30.397989417989415,male,0,0,Mr
396,"Drew, Mr James Vivian",2.0,42.0,male,0,0,Mr
397,"Drew, Mrs James Vivian (Lulu Thorne Christian)",2.0,34.0,female,1,1,Mrs
398,"Drew, Master Marshall Brines",2.0,8.0,male,1,0,Mr
399,"Duran y More, Miss Asuncion",2.0,30.397989417989415,female,1,1,Miss
400,"Duran y More, Miss Florentina",2.0,30.397989417989415,female,1,1,Miss
401,"Eitemiller, Mr George Floyd",2.0,23.0,male,0,0,Mr
402,"Enander, Mr Ingvar",2.0,21.0,male,0,0,Mr
403,"Fahlstrom, Mr Arne Jonas",2.0,19.0,male,0,0,Mr
404,"Faunthorpe, Mr Harry",2.0,30.397989417989415,male,0,0,Mr
405,"Faunthorpe, Mrs Lizzie (see Wilkinson, E)",2.0,30.397989417989415,female,1,1,Mrs
406,"Fillbrook, Mr Charles",2.0,30.397989417989415,male,0,0,Mr
407,"Fox, Mr Stanley H",2.0,38.0,male,0,0,Mr
408,"Frost, Mr Anthony (Archie) W",2.0,30.397989417989415,male,0,0,Mr
409,"Funk, Miss Annie C",2.0,38.0,female,0,1,Miss
410,"Fynney, Mr Joseph J",2.0,35.0,male,0,0,Mr
411,"Gale, Mr Harry",2.0,35.0,male,0,0,Mr
412,"Gale, Mr Shadrach",2.0,38.0,male,0,0,Mr
413,"Garside, Miss Ethel",2.0,24.0,female,1,1,Miss
414,"Gaskell, Mr Alfred",2.0,16.0,male,0,0,Mr
415,"Gavey, Mr Lawrence",2.0,26.0,male,0,0,Mr
416,"Gilbert, Mr William",2.0,45.0,male,0,0,Mr
417,"Giles, Mr Edgar",2.0,24.0,male,0,0,Mr
418,"Giles, Mr Frederick",2.0,21.0,male,0,0,Mr
419,"Giles, Mr Ralph",2.0,22.0,male,0,0,Mr
420,"Gill, Mr John W",2.0,30.397989417989415,male,0,0,Mr
421,"Gillespie, Mr William",2.0,34.0,male,0,0,Mr
422,"Givard, Mr Hans Christensen",2.0,30.0,male,0,0,Mr
423,"Greenberg, Mr Samuel",2.0,50.0,male,0,0,Mr
424,"Hale, Mr Reginald",2.0,30.0,male,0,0,Mr
425,"Hamalainen, Mrs William (Anna)",2.0,23.0,female,1,1,Mrs
426,"Hamalainen, Master Viljo",2.0,1.0,male,1,0,Mr
427,"Harbeck, Mr William H",2.0,44.0,male,0,0,Mr
428,"Harper, Rev John",2.0,28.0,male,0,0,Mr
429,"Harper, Miss Nina",2.0,6.0,female,1,1,Miss
430,"Harris, Mr George",2.0,30.0,male,1,0,Mr
431,"Harris, Mr Walter",2.0,30.397989417989415,male,0,0,Mr
432,"Hart, Mr Benjamin",2.0,43.0,male,0,0,Mr
433,"Hart, Mrs Benjamin (Esther)",2.0,45.0,female,1,1,Mrs
434,"Hart, Miss Eva Miriam",2.0,7.0,female,1,1,Miss
435,"Herman, Miss Alice",2.0,24.0,female,1,1,Miss
436,"Herman, Miss Kate",2.0,24.0,female,1,1,Miss
437,"Herman, Mr Samuel",2.0,49.0,male,0,0,Mr
438,"Herman, Mrs Samuel (Jane Laver)",2.0,48.0,female,1,1,Mrs
439,"Hewlett, Mrs Mary D",2.0,30.397989417989415,female,1,1,Mrs
440,"Hickman, Mr Leonard Mark",2.0,34.0,male,0,0,Mr
441,"Hickman, Mr Lewis",2.0,32.0,male,0,0,Mr
442,"Hickman, Mr Stanley George",2.0,21.0,male,0,0,Mr
443,"Hiltunen, Miss Marta",2.0,18.0,female,0,1,Miss
444,"Hocking, Mrs Elizabeth",2.0,53.0,female,1,1,Mrs
445,"Hocking, Mr George",2.0,23.0,male,0,0,Mr
446,"Hocking, Miss Ellen (Nellie)",2.0,21.0,female,1,1,Miss
447,"Hocking, Mr Samuel James",2.0,30.397989417989415,male,0,0,Mr
448,"Hodges, Mr Henry Price",2.0,52.0,male,0,0,Mr
449,"Hold, Mr Stephen",2.0,42.0,male,0,0,Mr
450,"Hold, Mrs Stephen (Annie Margaret)",2.0,36.0,female,1,1,Mrs
451,"Hood, Mr Ambrose, Jr",2.0,21.0,male,0,0,Mr
452,"Hosono, Mr Masafumi",2.0,41.0,male,1,0,Mr
453,"Howard, Mr Benjamin",2.0,30.397989417989415,male,0,0,Mr
454,"Howard, Mrs Benjamin (Ellen Truelove)",2.0,30.397989417989415,female,0,1,Mrs
455,"Hunt, Mr George Henry",2.0,33.0,male,0,0,Mr
456,"Ilett, Miss Bertha",2.0,17.0,female,1,1,Miss
457,Jacobsohn Mr Samuel,,30.397989417989415,male,0,0,Mr
458,"Jacobsohn, Mrs Sidney Samuel (Amy Frances Christy)",2.0,30.397989417989415,female,1,1,Mrs
459,"Jarvis, Mr John Denzil",2.0,30.397989417989415,male,0,0,Mr
460,"Jefferys, Mr Clifford",2.0,30.397989417989415,male,0,0,Mr
461,"Jefferys, Mr Ernest",2.0,30.397989417989415,male,0,0,Mr
462,"Jenkin, Mr Stephen Curnow",2.0,30.397989417989415,male,0,0,Mr
463,"Jerwan, Mrs Amin S (Marie Thuillard)",2.0,23.0,female,1,1,Mrs
464,"Kantor, Mr Sinai",2.0,34.0,male,0,0,Mr
465,"Kantor, Mrs Sinai (Miriam Sternim)",2.0,30.397989417989415,female,1,1,Mrs
466,"Karnes, Mrs J Frank (Claire Bennett)",2.0,22.0,female,0,1,Mrs
467,"Keane, Mr Daniel",2.0,30.397989417989415,male,0,0,Mr
468,"Keane, Miss Nora A",2.0,30.397989417989415,female,1,1,Miss
469,"Kelly, Mrs Florence (Fannie)",2.0,45.0,female,1,1,Mrs
470,"Kirkland, Rev Charles Leonard",2.0,30.397989417989415,male,0,0,Mr
471,"Knight, Mr Robert",2.0,30.397989417989415,male,0,0,Mr
472,"Kvillner, Mr Johan Henrik Johannesson",2.0,31.0,male,0,0,Mr
473,"Lahtinen, Rev William",2.0,30.0,male,0,0,Mr
474,"Lahtinen, Mrs William (Anna Sylvan)",2.0,26.0,female,0,1,Mrs
475,"Lamb, Mr John James",2.0,30.397989417989415,male,0,0,Mr
476,"Lemore, Mrs Amelia",2.0,34.0,female,1,1,Mrs
477,"LaRoche, Mr Joseph",2.0,26.0,male,0,0,Mr
478,"LaRoche, Mrs Joseph (Juliet)",2.0,22.0,female,1,1,Mrs
479,"LaRoche, Miss Louise",2.0,1.0,female,1,1,Miss
480,"LaRoche, Miss Simonne",2.0,3.0,female,1,1,Miss
481,"Lehmann, Miss Bertha",2.0,30.397989417989415,female,1,1,Miss
482,"Leitch, Miss Jessie",2.0,30.397989417989415,female,1,1,Miss
483,"Levy, Mr Rene Jacques",2.0,30.397989417989415,male,0,0,Mr
484,"Leyson, Mr Robert William Norman",2.0,25.0,male,0,0,Mr
485,"Lingan, Mr John",2.0,30.397989417989415,male,0,0,Mr
486,"Louch, Mr Charles Alexander",2.0,48.0,male,0,0,Mr
487,"Louch, Mrs Charles Alexander (Alice Adelaide)",2.0,30.397989417989415,female,1,1,Mrs
488,"Mack, Mrs Mary",2.0,57.0,female,0,1,Mrs
489,"Malachard, Mr Noel",2.0,30.397989417989415,male,0,0,Mr
490,"Mallet, Mr Albert",2.0,30.397989417989415,male,0,0,Mr
491,"Mallet, Mrs Albert (Antoinette)",2.0,30.397989417989415,female,1,1,Mrs
492,"Mallet, Master Andre",2.0,2.0,male,1,0,Mr
493,"Mangiavacchi, Mr Serafino Emilio",2.0,30.397989417989415,male,0,0,Mr
494,"Mantvila, Rev Joseph",2.0,27.0,male,0,0,Mr
495,"Marshall, Mrs Kate Louise Phillips",2.0,19.0,female,1,1,Mrs
496,"Matthews, Mr William John",2.0,30.0,male,0,0,Mr
497,"Maybery, Mr Frank H",2.0,20.0,male,0,0,Mr
498,"McCrae, Mr Arthur Gordon",2.0,45.0,male,0,0,Mr
499,"McCrie, Mr James Matthew",2.0,30.397989417989415,male,0,0,Mr
500,"McKane, Mr Peter D",2.0,46.0,male,0,0,Mr
501,"Mellenger, Mrs Elizabeth Anne",2.0,41.0,female,1,1,Mrs
502,"Mellenger, Miss Madeleine Violet",2.0,13.0,female,1,1,Miss
503,"Mellor, Mr William John",2.0,19.0,male,1,0,Mr
504,"Meyer, Mr August",2.0,30.0,male,0,0,Mr
505,"Milling, Mr Jacob Christian",2.0,48.0,male,0,0,Mr
506,"Mitchell, Mr Henry Michael",2.0,71.0,male,0,0,Mr
507,"Moraweck, Dr Ernest",2.0,54.0,male,0,0,Mr
508,"Morley, Mr William",2.0,30.397989417989415,male,0,0,Mr
509,"Mudd, Mr Thomas C",2.0,30.397989417989415,male,0,0,Mr
510,"Myles, Mr Thomas Francis",2.0,64.0,male,0,0,Mr
511,"Nasser (Nasrallah), Mr Nicholas",2.0,32.0,male,0,0,Mr
512,"Nasser (Nasrallah), Mrs Nicholas",2.0,18.0,female,1,1,Mrs
513,"Navratil, Master Edmond Roger",2.0,2.0,male,1,0,Mr
514,"Navratil, Mr Michel",2.0,32.0,male,0,0,Mr
515,"Navratil, Master Michel M",2.0,3.0,male,1,0,Mr
516,"Nesson, Mr Israel",2.0,26.0,male,0,0,Mr
517,"Nicholls, Mr Joseph Charles",2.0,19.0,male,0,0,Mr
518,"Norman, Mr Robert Douglas",2.0,30.397989417989415,male,0,0,Mr
519,"Nourney, Mr Alfred (aka Baron von Drachstedt)",2.0,20.0,male,1,0,Mr
520,"Nye, Mrs Elizabeth Ramell",2.0,29.0,female,1,1,Mrs
521,"Otter, Mr Richard",2.0,39.0,male,0,0,Mr
522,"Oxenham, Mr Percy Thomas",2.0,22.0,male,1,0,Mr
523,"Padro y Manent, Mr Julian",2.0,30.397989417989415,male,1,0,Mr
524,"Pain, Dr Alfred",2.0,24.0,male,0,0,Mr
525,"Pallas y Castello, Mr Emilio",2.0,30.397989417989415,male,1,0,Mr
526,"Parker, Mr Clifford R",2.0,28.0,male,0,0,Mr
527,"Parkes, Mr Francis (Frank)",2.0,30.397989417989415,male,0,0,Mr
528,"Parrish, Mrs Lutie Davis",2.0,50.0,female,1,1,Mrs
529,"Pengelly, Mr Frederick",2.0,20.0,male,0,0,Mr
530,"Peruschitz, Rev Joseph M",2.0,40.0,male,0,0,Mr
531,"Phillips, Miss Alice",2.0,42.0,female,1,1,Miss
532,"Phillips, Mr Robert",2.0,21.0,male,0,0,Mr
533,"Pinsky, Miss Rosa",2.0,32.0,female,1,1,Miss
534,"Ponesell, Mr Martin",2.0,34.0,male,0,0,Mr
535,"Portaluppi, Mr Emilio",2.0,30.397989417989415,male,1,0,Mr
536,"Pulbaum, Mr Frank",2.0,30.397989417989415,male,0,0,Mr
537,"Quick, Mrs Frederick C (Jane Richards)",2.0,33.0,female,1,1,Mrs
538,"Quick, Miss Phyllis May",2.0,2.0,female,1,1,Miss
539,"Quick, Miss Winifred Vera",2.0,8.0,female,1,1,Miss
540,"Reeves, Mr David",2.0,36.0,male,0,0,Mr
541,"Renouf, Mr Peter Henry",2.0,34.0,male,0,0,Mr
542,"Renouf, Mrs Peter Henry (Lillian Jefferys)",2.0,30.0,female,1,1,Mrs
543,"Reynaldo, Mrs Encarnacion",2.0,28.0,female,1,1,Mrs
544,"Richard, Mr Emil",2.0,23.0,male,0,0,Mr
545,"Richards, Master George Sidney",2.0,0.8,male,1,0,Mr
546,"Richards, Mrs Sidney (Emily Hocking)",2.0,25.0,female,1,1,Mrs
547,"Richards, Master William Rowe",2.0,3.0,male,1,0,Mr
548,"Ridsdale, Miss Lucy",2.0,50.0,female,1,1,Miss
549,"Rogers, Mr Harry",2.0,30.397989417989415,male,0,0,Mr
550,"Rugg, Miss Emily",2.0,21.0,female,1,1,Miss
551,"Sedgwick, Mr Charles Frederick Waddington",2.0,30.397989417989415,male,0,0,Mr
552,"Sharp, Mr Percival",2.0,30.397989417989415,male,0,0,Mr
553,"Shelley, Mrs William (Imanita)",2.0,25.0,female,1,1,Mrs
554,"Silven, Miss Lyyli",2.0,18.0,female,1,1,Miss
555,"Sincock, Miss Maude",2.0,20.0,female,1,1,Miss
556,"Siukonnen, Miss Anna",2.0,30.0,female,1,1,Miss
557,"Sjostedt, Mr Ernst Adolf",2.0,59.0,male,0,0,Mr
558,"Slayter, Miss Hilda Mary",2.0,30.0,female,1,1,Miss
559,"Slemen, Mr Richard James",2.0,35.0,male,0,0,Mr
560,"Smith (Schmidt), Mr Augustus",2.0,22.0,male,0,0,Mr
561,"Smith, Miss Marion",2.0,30.397989417989415,female,1,1,Miss
562,"Sobey, Mr Hayden",2.0,25.0,male,0,0,Mr
563,"Stanton, Mr Samuel Ward",2.0,41.0,male,0,0,Mr
564,"Stokes, Mr Philip Joseph",2.0,25.0,male,0,0,Mr
565,"Sweet, Mr George",2.0,14.0,male,0,0,Mr
566,"Toomey, Miss Ellen",2.0,50.0,female,1,1,Miss
567,"Troupiansky, Mr Moses Aaron",2.0,22.0,male,0,0,Mr
568,"Trout, Mrs William H (Jessie L)",2.0,30.397989417989415,female,1,1,Mrs
569,"Troutt, Miss Edwina Celia",2.0,27.0,female,1,1,Miss
570,"Turpin, Mr William John",2.0,29.0,male,0,0,Mr
571,"Turpin, Mrs William John (Dorothy Anne Wonnacott)",2.0,27.0,female,0,1,Mrs
572,"Veale, Mr James",2.0,30.0,male,0,0,Mr
573,"Waelens, Mr Achille",2.0,22.0,male,0,0,Mr
574,"Walcroft, Miss Nellie",2.0,35.0,female,1,1,Miss
575,"Ware, Mr John James",2.0,30.0,male,0,0,Mr
576,"Ware, Mrs John James (Florence Louise Long)",2.0,28.0,female,1,1,Mrs
577,"Ware, Mr William J",2.0,23.0,male,0,0,Mr
578,"Watson, Mr Ennis Hastings",2.0,30.397989417989415,male,0,0,Mr
579,"Watt, Miss Bertha",2.0,12.0,female,1,1,Miss
580,"Watt, Mrs James (Bessie Inglis Milne)",2.0,40.0,female,1,1,Mrs
581,"Webber, Miss Susan",2.0,36.0,female,1,1,Miss
582,"Weisz, Mr Leopold",2.0,28.0,male,0,0,Mr
583,"Weisz, Mrs Leopold (Mathilde)",2.0,32.0,female,1,1,Mrs
584,"Wells, Mrs Arthur H (Addie Trevaskis)",2.0,29.0,female,1,1,Mrs
585,"Wells, Miss Joan",2.0,4.0,female,1,1,Miss
586,"Wells, Master Ralph Lester",2.0,2.0,male,1,0,Mr
587,"West, Miss Barbara J",2.0,30.397989417989415,female,1,1,Miss
588,"West, Miss Constance Mirium",2.0,30.397989417989415,female,1,1,Miss
589,"West, Mr Edwy Arthur",2.0,36.0,male,0,0,Mr
590,"West, Mrs Edwy Arthur (Ada Mary)",2.0,33.0,female,1,1,Mrs
591,"Wheadon, Mr Edward",2.0,30.397989417989415,male,0,0,Mr
592,"Wheeler, Mr Edwin",2.0,30.397989417989415,male,0,0,Mr
593,"Wheeler, Mr Frederick",2.0,30.397989417989415,male,0,0,Mr
594,"Wilhelms, Mr Charles",2.0,32.0,male,1,0,Mr
595,"Wilkinson, Mrs Elizabeth Anne",2.0,30.397989417989415,female,1,1,Mrs
596,"Williams, Mr Charles Eugene",2.0,30.397989417989415,male,1,0,Mr
597,"Wright, Miss Marion",2.0,26.0,female,1,1,Miss
598,"Yrois, Miss Henriette",2.0,30.397989417989415,female,0,1,Miss
599,"Aldworth, Mr Charles Augustus",2.0,30.0,male,0,0,Mr
600,"Brown, Miss Mildred",2.0,24.0,female,1,1,Miss
601,"Pernot, Mr Rene",2.0,30.397989417989415,male,0,0,Mr
602,"Swane, Mr George",2.0,18.0,male,0,0,Mr
603,"Abbing, Mr Anthony",3.0,42.0,male,0,0,Mr
604,"Abbott, Master Eugene Joseph",3.0,13.0,male,0,0,Mr
605,"Abbott, Mr Rossmore Edward",3.0,16.0,male,0,0,Mr
606,"Abbott, Mrs Stanton (Rosa)",3.0,35.0,female,1,1,Mrs
607,"Abelseth, Miss Anna Karen",3.0,16.0,female,1,1,Miss
608,"Abelseth, Mr Olaus",3.0,25.0,male,1,0,Mr
609,"Abraham, Mrs Joseph (Sophie Easu)",3.0,18.0,female,1,1,Mrs
610,"Abrahamsson, Mr August",3.0,20.0,male,1,0,Mr
611,"Adahl, Mr Mauritz Nils Martin",3.0,30.0,male,0,0,Mr
612,"Adams, Mr John",3.0,26.0,male,0,0,Mr
613,"Ahlin, Mrs Johanna Persdotter",3.0,40.0,female,0,1,Mrs
614,"Ahmed, Mr Ali",3.0,24.0,male,0,0,Mr
615,"Aijo-Nirva, Mr Isak",3.0,41.0,male,0,0,Mr
616,"Aks, Mrs Sam (Leah Rosen)",3.0,18.0,female,1,1,Mrs
617,"Aks, Master Philip",3.0,0.83,male,1,0,Mr
618,"Alexander, Mr William",3.0,23.0,male,0,0,Mr
619,"Alhomaki, Mr Ilmari Rudolf",3.0,20.0,male,0,0,Mr
620,"Ali, Mr William",3.0,25.0,male,0,0,Mr
621,"Allen, Mr William Henry",3.0,35.0,male,0,0,Mr
622,"Allum, Mr Owen George",3.0,17.0,male,0,0,Mr
623,"Andersen, Mr Albert Karvin",3.0,32.0,male,0,0,Mr
624,"Andersen, Mr Thor Olsvigen",3.0,20.0,male,0,0,Mr
625,"Andersson, Mr Anders Johan",3.0,39.0,male,0,0,Mr
626,"Andersson, Mrs Anders Johan (Alfrida K Brogren)",3.0,39.0,female,0,1,Mrs
627,"Andersson, Miss Ebba Iris",3.0,6.0,female,0,1,Miss
628,"Andersson, Miss Ellis Anna Maria",3.0,2.0,female,0,1,Miss
629,"Andersson, Miss Erna",3.0,17.0,female,1,1,Miss
630,"Andersson, Miss Ida Augusta Margareta",3.0,38.0,female,0,1,Miss
631,"Andersson, Miss Ingeborg Constancia",3.0,9.0,female,0,1,Miss
632,"Andersson, Mr Johan Samuel",3.0,26.0,male,0,0,Mr
633,"Andersson, Miss Sigrid Elizabeth",3.0,11.0,female,0,1,Miss
634,"Andersson, Master Sigvard Harald Elias",3.0,4.0,male,0,0,Mr
635,"Andreasson, Mr Paul Edvin",3.0,20.0,male,0,0,Mr
636,"Angheloff, Mr Minko",3.0,26.0,male,0,0,Mr
637,"Arnold, Mr Josef",3.0,25.0,male,0,0,Mr
638,"Arnold, Mrs Josef (Josephine Frank)",3.0,18.0,female,0,1,Mrs
639,"Aronsson, Mr Ernst Axel Algot",3.0,24.0,male,0,0,Mr
640,"Asim, Mr Adola",3.0,35.0,male,0,0,Mr
641,"Asplund, Mr Carl Oscar Vilhelm Gustafsson",3.0,40.0,male,0,0,Mr
642,"Asplund, Mrs Carl Oscar (Selma Augusta Johansson)",3.0,38.0,female,1,1,Mrs
643,"Asplund, Master Carl Edgar",3.0,5.0,male,0,0,Mr
644,"Asplund, Master Clarence Gustaf Hugo",3.0,9.0,male,0,0,Mr
645,"Aspland, Master Edvin Rojj Felix",3.0,3.0,male,1,0,Mr
646,"Asplund, Master Filip Oscar",3.0,13.0,male,0,0,Mr
647,"Asplund, Mr John Charles",3.0,23.0,male,1,0,Mr
648,"Asplund, Miss Lillian Gertrud",3.0,5.0,female,1,1,Miss
649,"Assaf, Mr Gerios",3.0,30.397989417989415,male,0,0,Mr
650,"Assaf, Mrs Mariana",3.0,45.0,female,1,1,Mrs
651,"Assam, Mr Ali",3.0,23.0,male,0,0,Mr
652,"Attalah, Miss Malaka",3.0,17.0,female,0,1,Miss
653,"Attala (Kalil), Mr Solomon",3.0,27.0,male,0,0,Mr
654,"Augustsson, Mr Albert",3.0,23.0,male,0,0,Mr
655,"Baccos, Mr Rafoul",3.0,20.0,male,0,0,Mr
656,"Backstrom, Mr Karl Alfred",3.0,32.0,male,0,0,Mr
657,"Backstrom, Mrs Karl Alfred (Maria Mathilda Gustafsson)",3.0,33.0,female,1,1,Mrs
658,"Baclini, Miss Eugenie",3.0,3.0,female,1,1,Miss
659,"Baclini, Miss Helene",3.0,30.397989417989415,female,1,1,Miss
660,"Baclini, Miss Maria",3.0,30.397989417989415,female,1,1,Miss
661,"Baclini, Mrs Solomon (Latifa)",3.0,30.397989417989415,female,1,1,Mrs
662,"Badman, Miss Emily Louisa",3.0,18.0,female,1,1,Miss
663,"Badt, Mr Mohamed",3.0,40.0,male,0,0,Mr
664,"Balkic, Mr Cerin",3.0,26.0,male,0,0,Mr
665,"Banoura, Miss Ayout",3.0,15.0,female,1,1,Miss
666,"Barbara, Mrs Catherine",3.0,45.0,female,0,1,Mrs
667,"Barbara, Miss Saude",3.0,18.0,female,0,1,Miss
668,"Barry, Miss Julia",3.0,27.0,female,0,1,Miss
669,"Barton, Mr David",3.0,22.0,male,0,0,Mr
670,"Beavan, Mr William Thomas",3.0,19.0,male,0,0,Mr
671,"Bengtsson, Mr John Viktor",3.0,26.0,male,0,0,Mr
672,"Berglund, Mr Karl Ivar Sven",3.0,22.0,male,0,0,Mr
673,"Betros, Mr Tannous",3.0,20.0,male,0,0,Mr
674,"Bing, Mr Lee",3.0,32.0,male,1,0,Mr
675,"Birkeland, Mr Hans",3.0,21.0,male,0,0,Mr
676,"Bjorklund, Ernst Herbert",3.0,18.0,male,0,0,Mr
677,"Bostandyeff, Mr Guentcho",3.0,26.0,male,0,0,Mr
678,"Boulos, Master Akar",3.0,6.0,male,0,0,Mr
679,"Boulos, Mr Hanna",3.0,30.397989417989415,male,0,0,Mr
680,"Boulos, Mrs Joseph (Sultana)",3.0,30.397989417989415,female,0,1,Mrs
681,"Boulos, Miss Laura",3.0,9.0,female,0,1,Miss
682,"Bourke, Mr John",3.0,40.0,male,0,0,Mr
683,"Bourke, Mrs John (Catherine)",3.0,32.0,female,0,1,Mrs
684,"Bourke, Miss Mary",3.0,30.397989417989415,female,0,1,Miss
685,"Bowen, Mr David",3.0,26.0,male,0,0,Mr
686,"Bradley, Miss Bridget Delia",3.0,18.0,female,1,1,Miss
687,"Braf, Miss Elin Ester Maria",3.0,20.0,female,0,1,Miss
688,"Brahim, Mr Youssef",3.0,30.397989417989415,male,0,0,Mr
689,"Braund, Mr Lewis Richard",3.0,29.0,male,0,0,Mr
690,"Braund, Mr Owen Harris",3.0,22.0,male,0,0,Mr
691,"Brobek, Mr Karl Rudolf",3.0,22.0,male,0,0,Mr
692,"Brocklebank, Mr William Alfred",3.0,35.0,male,0,0,Mr
693,"Buckley, Mr Daniel",3.0,21.0,male,1,0,Mr
694,"Buckley, Miss Katherine",3.0,20.0,female,0,1,Miss
695,"Burke, Mr Jeremiah",3.0,19.0,male,0,0,Mr
696,"Burns, Miss Mary Delia",3.0,18.0,female,0,1,Miss
697,"Cacic, Mr Grego",3.0,18.0,male,0,0,Mr
698,"Cacic, Mr Luka",3.0,38.0,male,0,0,Mr
699,"Cacic, Mr Manda",3.0,30.397989417989415,male,0,0,Mr
700,"Cacic, Mr Maria",3.0,30.0,male,0,0,Mr
701,"Calic, Mr Peter",3.0,17.0,male,0,0,Mr
702,"Canavan, Miss Mary",3.0,21.0,female,0,1,Miss
703,"Canavan, Mr Patrick",3.0,21.0,male,0,0,Mr
704,"Cann, Mr Ernest",3.0,21.0,male,0,0,Mr
705,"Caram (Kareem), Mr Joseph",3.0,30.397989417989415,male,0,0,Mr
706,"Caram (Kareem), Mrs Joseph (Maria Elias)",3.0,30.397989417989415,female,0,1,Mrs
707,"Carlsson, Mr Carl Robert",3.0,24.0,male,0,0,Mr
708,"Carlsson, Mr Frans Olof",3.0,33.0,male,0,0,Mr
709,"Carlsson, Mr Julius",3.0,33.0,male,0,0,Mr
710,"Carlsson, Mr August Sigfrid",3.0,28.0,male,0,0,Mr
711,"Carr, Miss Helen",3.0,16.0,female,1,1,Miss
712,"Carr, Miss Jeannie",3.0,37.0,female,0,1,Miss
713,"Carver, Mr Alfred John",3.0,28.0,male,0,0,Mr
714,"Cassem, Mr Nassef Belmenly",3.0,30.397989417989415,male,1,0,Mr
715,"Celotti, Mr Francesco",3.0,24.0,male,0,0,Mr
716,"Chartens, Mr David",3.0,21.0,male,0,0,Mr
717,"Chebab, Mr Emir Farres",3.0,30.397989417989415,male,0,0,Mr
718,"Chip, Mr Chang",3.0,32.0,male,0,0,Mr
719,"Christmann, Mr Emil",3.0,29.0,male,0,0,Mr
720,"Chronopoulos, Mr Apostolos",3.0,26.0,male,0,0,Mr
721,"Chronopoulos, Mr Demetrios",3.0,18.0,male,0,0,Mr
722,"Coelho, Mr Domingos Fernandes",3.0,20.0,male,0,0,Mr
723,"Cohen, Mr Gurshon (Gus)",3.0,19.0,male,1,0,Mr
