ID,PROD
37867138,国内长途
37867138,本地通话
37870581,国内漫游
37870581,国内长途
37870581,本地通话
37872913,来电提醒
37887931,139邮箱
37887931,国内长途
37887931,本地通话
37890451,国内漫游
37890451,国内长途
37890451,本地通话
37896688,国内漫游
37896688,国内长途
37896688,本地通话
37897880,彩铃
37897880,本地通话
37898124,国内漫游
37898124,彩铃
37898124,本地通话
37900386,和冲浪
37900386,国内长途
37900386,手机报
37900386,本地通话
37901305,手机报
37901305,本地通话
37901895,彩铃
37901895,本地通话
37902285,国内漫游
37902285,国内长途
37902285,本地通话
37905664,国内漫游
37905664,国内长途
37905664,本地通话
37909969,国内长途
37913179,国内长途
37913179,本地通话
37914911,和动漫
37914911,和视界
37914911,咪咕阅读
37914911,本地通话
37914911,来电提醒
37921138,国内长途
37921138,本地通话
37923043,国内长途
37923043,本地通话
37929116,国内长途
37931553,咪咕音乐
37933750,国内长途
37933750,本地通话
37936654,国内长途
37936654,本地通话
37938359,国内长途
37938359,彩铃
37938359,本地通话
37941362,国内长途
37941362,本地通话
37948026,国内漫游
37948026,国内长途
37948026,本地通话
37955350,国内漫游
37955350,国内长途
37955350,本地通话
37956875,国内长途
37956875,本地通话
37959492,彩铃
37961045,和冲浪
37961045,国内漫游
37961045,本地通话
37964150,国内长途
37967853,和视界
37967853,国内长途
37967853,本地通话
37967853,短信回执
37969324,国内漫游
37969324,国内长途
37969324,本地通话
37978149,国内漫游
37978149,国内长途
37978149,彩铃
37978149,本地通话
37978930,国内长途
37978930,本地通话
37979965,国内长途
37979965,本地通话
37980043,国内长途
37980043,本地通话
37980086,国内长途
37980086,本地通话
37981407,国内漫游
37983206,国内长途
37983206,本地通话
37987957,国内长途
37987957,本地通话
37988031,139邮箱
37988031,国内长途
37988031,本地通话
37988120,国内长途
37988120,本地通话
37988689,国内长途
37989227,国内长途
37989227,本地通话
37989858,本地通话
38000887,国内长途
38000887,本地通话
38015860,国内漫游
38015860,国内长途
38015860,本地通话
38017564,国内长途
38017564,本地通话
38023304,国内长途
38025247,咪咕音乐
38025247,国内漫游
38025247,本地通话
38027189,和视界
38027189,国内长途
38027189,本地通话
38031013,国内长途
38031013,本地通话
38031064,国内长途
38031064,本地通话
38036680,国内长途
38036680,本地通话
38036841,国内长途
38036841,本地通话
38043437,国内漫游
38043437,国内长途
38043437,本地通话
38050298,国内长途
38050298,本地通话
38050468,国内长途
38051348,本地通话
38052951,国内长途
38053358,本地通话
38053868,国内长途
38053868,本地通话
38070748,国内长途
38070748,本地通话
38074747,和冲浪
38074747,和视界
38074747,咪咕音乐
38074747,国内长途
38074747,本地通话
38080260,本地通话
38080260,短信回执
38083016,国内长途
38095358,国内长途
38095358,手机报
38095358,本地通话
38098544,和冲浪
38098544,国内长途
38098577,咪咕阅读
38098577,国内长途
38098577,本地通话
38098577,来电提醒
38108462,和冲浪
38108462,国内长途
38108462,本地通话
38112784,咪咕音乐
38115855,咪咕音乐
38115855,本地通话
38119260,国内漫游
38119260,国内长途
38119260,本地通话
38119413,国内漫游
38119413,国内长途
38119413,本地通话
38124085,MM
38124085,手机报
38141868,国内长途
38146144,和动漫
38146144,咪咕音乐
38146984,国内长途
38146984,本地通话
38150406,本地通话
38156386,国内漫游
38156386,本地通话
38159948,国内漫游
38159948,国内长途
38159948,彩铃
38159948,本地通话
38160874,和动漫
38160874,本地通话
38160874,飞信
38161310,国内长途
38161310,本地通话
38167786,手机报
38167786,本地通话
38175495,国内漫游
38175495,国内长途
38175495,本地通话
38179504,国内漫游
38179504,国内长途
38181148,国内长途
38181148,本地通话
38182077,国内长途
38182077,本地通话
38196635,国内长途
38223242,国内长途
38223242,本地通话
38235784,国内长途
38235784,本地通话
38236677,国内长途
38239093,和动漫
38239093,咪咕音乐
38239093,国内长途
38239093,本地通话
38282779,本地通话
38283503,国内长途
38285597,和冲浪
38285597,国内长途
38285597,本地通话
38312384,MM
38312384,咪咕音乐
38312384,本地通话
38324716,国内长途
38325803,国内长途
38326084,国内长途
38333846,咪咕音乐
38333846,本地通话
38352584,国内长途
38352584,本地通话
38352584,短信回执
38371152,国内长途
38371152,本地通话
38385764,国内漫游
38385764,国内长途
38386023,国内漫游
38386023,本地通话
38387704,国内长途
38387704,本地通话
38388570,本地通话
38388570,短信回执
383985,咪咕音乐
383985,国内漫游
383985,本地通话
38398618,咪咕音乐
38398618,国内漫游
38405581,国内漫游
38405581,国内长途
38405581,本地通话
38414357,国内漫游
38414357,国内长途
38414357,彩铃
38414357,本地通话
38414453,和彩云
38432904,国内漫游
38432904,本地通话
38436725,国内长途
38436725,本地通话
38450834,咪咕音乐
38450834,本地通话
38450834,短信回执
38450998,国内长途
38450998,本地通话
38467882,国内长途
38467882,本地通话
38483929,国内长途
38487170,国内长途
38501625,和冲浪
38501625,国内长途
38501625,本地通话
38503464,咪咕音乐
38507915,国内漫游
38507915,国内长途
38507915,本地通话
38508217,咪咕音乐
38508217,国内漫游
38508217,国内长途
38508217,本地通话
38513691,咪咕音乐
38514969,国内长途
38515159,国内长途
38515159,本地通话
38515597,和冲浪
38515597,国内长途
38518495,国内长途
38518495,本地通话
38518495,短信回执
38526702,咪咕阅读
38526702,国内长途
38526702,本地通话
38526702,飞信
38533582,本地通话
38545937,和冲浪
38545937,国内长途
38548474,国内长途
38557207,国内长途
38561648,国内长途
38561648,本地通话
38564587,和视界
38568767,国内长途
38568767,本地通话
38574484,国内长途
38574484,本地通话
38583590,国内漫游
38583590,国内长途
38583590,本地通话
38584130,咪咕音乐
38585825,和冲浪
38585825,国内长途
38585825,本地通话
38588796,咪咕音乐
38588796,国内长途
38588796,本地通话
38592253,和冲浪
38592253,国内长途
38592253,本地通话
38611896,国内长途
38611896,本地通话
38613540,咪咕音乐
38613540,本地通话
38621151,国内漫游
38621151,国内长途
38621151,本地通话
38632560,和冲浪
38632560,国内长途
38653821,国内长途
38653821,本地通话
38670047,国内漫游
38670047,国内长途
38681705,国内长途
38681705,本地通话
38701485,国内长途
38730796,国内长途
38730796,本地通话
38752157,咪咕音乐
38752157,本地通话
38756834,和冲浪
38759556,国内长途
38759556,本地通话
38777349,短信回执
38779594,国内长途
38779594,本地通话
38783907,国内漫游
38783907,本地通话
38801961,国内长途
38802180,国内长途
38802180,本地通话
38806386,和冲浪
38806386,国内长途
38806386,本地通话
38818174,咪咕音乐
38819890,咪咕音乐
38827058,国内长途
38831582,本地通话
38854299,咪咕音乐
38854299,本地通话
38855386,咪咕音乐
38862274,国内长途
38862274,本地通话
38863038,国内长途
38876656,国内长途
38876656,本地通话
38879562,本地通话
38884527,和冲浪
38889231,国内漫游
38891591,本地通话
38897081,咪咕音乐
38898556,咪咕音乐
38898556,国内漫游
38898556,本地通话
38902636,国内长途
38902636,本地通话
38903766,本地通话
38911540,咪咕音乐
38911880,本地通话
38930218,咪咕音乐
38930218,本地通话
38930584,国内漫游
38930584,本地通话
38940465,国内漫游
38940465,国内长途
38940465,本地通话
38959984,本地通话
38974569,本地通话
38975883,国内长途
39002895,咪咕音乐
39002895,本地通话
39030342,和动漫
39030342,咪咕音乐
39030342,本地通话
39061620,和冲浪
39075273,国内长途
39075273,本地通话
39075345,国内长途
39075345,本地通话
39075976,国内长途
39081325,咪咕音乐
39081325,本地通话
39104260,本地通话
39106312,和冲浪
39119495,咪咕音乐
39119495,本地通话
39120376,咪咕音乐
39123188,咪咕音乐
39226449,手机报
